epoch,E,Lres,Lnorm,NormValue,Overlap0
1,676.6324461658676,70602.45627281518,224.13136680197331,8.36651911589497,0.031024821050565997
2,811.9121302734021,51813.477622231345,54.265603884846016,5.347851838040032,0.03323934014661055
3,923.6883625614321,39735.20505711586,18.90381560554809,4.057486159415706,0.03209870570191514
4,970.1670166653009,32649.10080542523,9.348221615018605,3.228888987295749,0.026414204084629498
5,996.1715847669677,27499.241564983975,4.96794611768827,2.565171690742056,0.01811162460118791
6,1030.7146998898584,22863.61270712255,2.449762421500346,2.066181619644013,0.0104680007857063
7,1065.725530458302,18328.738223131157,1.1367432460667304,1.7080171026630928,0.0027425030646629203
8,1088.159426618097,15912.989047414794,0.5012882176634406,1.4269916859724907,0.000989121759769328
9,1107.9526888290168,13423.170607383774,0.18232189988963013,1.1939282848302064,0.002941396284053617
10,1126.9514160585913,11582.573012286866,0.037608179657185666,1.0102736211170298,0.0043524439925568285
11,1136.2587345523896,9735.702474722135,0.00010554729085628033,0.8510260053395864,0.006425039485417156
12,1147.8857609904937,8596.709465311547,0.022193251085080943,0.7193474441435453,0.006444795927560762
13,1158.0228213188989,7028.11142248915,0.0787658571087604,0.6150297235130728,0.006279039954900236
14,1161.1198279318123,5883.7393573183135,0.14820211377842116,0.5261586254658486,0.007544830494556781
15,1164.471167295281,5152.196279152209,0.22452564822041396,0.4513001561073401,0.0038642915437987874
16,1166.625066806891,4333.731548450833,0.30107151868782933,0.3904611394055867,1.4412999032869584e-05
17,1158.1402907911176,3592.8637187450367,0.3715376225747356,0.3320911017370902,0.003992386664594001
18,1161.5084370755856,3109.1154286538294,0.44610229637877397,0.2820390950228729,0.003679077552458563
19,1166.2197385330046,2607.323221373084,0.5154678610755754,0.24061385454346995,0.0033017853248842413
20,1165.2232148372664,2210.1011923439983,0.5766673179113262,0.2079771543015333,0.009348582694831686
21,1154.1111667179255,1878.6609727319153,0.6273001881082972,0.1793148063212651,0.015970155534991787
22,1139.698637836217,1560.068867068986,0.6735241871235027,0.15381771631416288,0.012596279215310126
23,1131.1482457044326,1283.3856104001502,0.7160244572237786,0.13331863891006812,0.0002693607317204015
24,1112.9830817886493,1064.4501255585599,0.7511365816606969,0.11754063475547058,0.001358597004495545
25,1079.847877468062,920.060328532403,0.7787345313077777,0.09866480694074312,0.014287031461953358
26,1077.8040436393485,766.7952366604302,0.812405130247168,0.08881722120569178,0.005920442294551365
27,1027.2862850590498,685.8593511588809,0.8302540563713172,0.07567360757428626,0.010003304723890993
28,1013.3820916525775,540.0692375827375,0.8543792797347345,0.07010425699216605,0.0007140098310713322
29,949.7861092294496,490.43274330198284,0.8647060928640916,0.059736518880341316,0.007948289309694791
30,936.7158826681256,403.5552283049926,0.8840954139272587,0.052082333555682606,0.005413667981307495
31,905.3981456315914,355.77861738499547,0.8985479023572402,0.04770463439556749,0.0019771166568671853
32,847.7868573527508,300.0710384944549,0.9068664633516798,0.04644840727048202,0.0019285784517208495
33,772.2491478670701,264.60491543716023,0.9092606399970005,0.04849066812694618,0.007662829754528431
34,689.050134624376,240.93939169801712,0.9053700086415054,0.051304980355270036,0.009246030081056835
35,616.1752006670616,203.45602958464093,0.9000222402987145,0.06427587022418363,0.006191104203593438
36,532.1919609978626,199.46919589157432,0.8755796470447087,0.06246616767479038,0.0049567020229353545
37,500.05962888394964,168.77463758931063,0.8789696867543942,0.0465172068825213,0.025353871709942175
38,498.6763450371904,135.16620949427164,0.9091294367711088,0.05043063961360193,0.04574926854914025
39,451.76964751533706,122.38899606646505,0.9016819701846331,0.059794495698776845,0.03718154216134597
40,406.9245760977296,114.52592747801668,0.8839863903183174,0.04947229992847062,0.007500058235833237
41,387.059618023129,91.09068679721628,0.9035029086032714,0.0429262142691296,0.008808396037696923
42,355.72246963409276,77.17661285672676,0.9159902313332201,0.049264661691567714,0.005241153888540056
43,319.8821054808545,66.77989193189872,0.9038976835084491,0.06607356366888177,0.0010368598896661268
44,295.84411016096647,65.27347436565597,0.8722185884781423,0.08380661764097364,0.0038197291989143954
45,280.99468751813424,64.57380720174065,0.8394103138784731,0.09327723039142868,0.006545153323317584
46,273.8067032091133,59.35003761937719,0.8221461809266384,0.09325305743517089,0.003924136888754497
