total_prob,com_x,com_y,left_mass,right_mass,peak1_x,peak1_y,peak1_p,peak2_x,peak2_y,peak2_p
0.9999999999999998,-0.00027218922649139995,-0.0077406569863060605,0.500020392911691,0.4999796070883089,-0.02763819095477338,-0.9673366834170851,0.33279498384931083,0.02763819095477338,-0.9673366834170851,0.332793126769876
