epoch,E,Lres,Lnorm,NormValue,Overlap0
1,690.9821707495105,71781.5908356336,185.0460702768311,8.256335306642798,
2,807.364474193718,53572.64640394374,52.654402082430835,5.167881407703374,
3,923.6162675936052,41216.49340516505,17.371235428679455,3.636191485293167,
4,1007.5568484758649,32694.260984451204,6.949505547132195,2.799513733913598,
5,1054.8342916013876,27955.5144319806,3.2382496785436596,2.2733861284799843,
6,1078.506885987203,21930.978571999753,1.621512232205243,1.8813891734729085,
7,1097.3482886689092,19491.95643980638,0.7768468751152567,1.5648999627670839,
8,1115.5863691087538,16443.64544779637,0.3191119679342527,1.3109406302984472,
9,1129.1417882949968,14219.722199175716,0.09668407557039563,1.0982964663397827,
10,1144.2942761823365,11894.349840189561,0.00966219529488804,0.9153524390712195,
11,1163.346756494422,9919.463403639038,0.007165209571191599,0.7667355818673119,
12,1182.293729156218,8436.07681307696,0.05441228876678153,0.6503863183744525,
13,1193.0709315587358,7214.917448521369,0.1222297263797697,0.5505218562931051,
14,1203.679544083227,6141.702250723884,0.20203060167019604,0.4702846394406113,
15,1204.9662675452291,4989.182175183007,0.2805983632125632,0.4039432046162754,
16,1199.6490900987615,4356.658911300951,0.3552837033231153,0.34198441917916506,
17,1202.933798958626,3552.189666059672,0.4329845046029808,0.28825594836298785,
18,1206.1508432010664,3028.639327634037,0.5065795950406699,0.24823428070522158,
19,1189.5350914887604,2567.997793431456,0.5651516967067955,0.20910130079435107,
20,1188.2013820139932,2084.3297146526925,0.6255207524051876,0.17939994354690686,
21,1171.5389872195658,1770.973578066592,0.6733844526508196,0.15352139715895013,
22,1152.2364902338754,1481.8869399997177,0.7165260250677358,0.12822859445781987,
23,1148.9021379645524,1242.8305875774104,0.7599853835209883,0.10867814756568751,
24,1134.6146884360367,1028.2298455360892,0.7944546446269344,0.09288696683607382,
25,1113.6894603931012,854.1996125511257,0.8228540549358583,0.0837962096304216,
26,1052.8042242929018,721.5092498839135,0.8394293854875824,0.07412814672593165,
27,1006.9399945375458,616.2522878757837,0.8572386886851581,0.06239202308922459,
28,989.8361665998801,514.8367676351747,0.8791087183667172,0.056931641250264155,
29,928.448668183055,452.9387646383965,0.8893779292749204,0.05432900836041412,
30,852.8284006129302,384.22076216657854,0.8942936244285977,0.053602302698039374,
31,773.2823625928262,343.30948926124836,0.8956686014584535,0.05865555877750694,
32,674.7258052149951,310.0832187329558,0.8861293570204877,0.06595897805854385,
33,593.4363186754738,280.86693555871676,0.8724326306694397,0.06722372184797096,
34,541.6203339974423,245.39491855477155,0.8700715850831514,0.05871671686223881,
35,509.28088688924623,201.9254953917989,0.8860142191146028,0.052108356099822284,
36,465.98001140418864,169.0496748257758,0.8984985685757813,0.052359148274917576,
37,408.1548434968535,140.2730490954803,0.8980231838582395,0.05922791934591811,
38,355.005519923825,124.45865621825945,0.8850521077382104,0.07462502676973823,
39,316.67575928834907,111.23211605089426,0.8563188410809076,0.09453864349382332,
40,293.0139377575099,101.37483229486743,0.8198602681260055,0.11059029628063687,
41,280.3265853527366,92.3358704879162,0.7910496210701653,0.12048484643768431,
42,274.8527285880948,83.74169532466686,0.7735469053457438,0.12143108578939034,
43,270.27055801450473,75.02756557680779,0.7718833370172096,0.11770159505049,
44,268.1378704899169,68.47334808584537,0.7784504753764494,0.10711718483274765,
45,266.72737105963125,58.52075029869531,0.7972397216209977,0.09379760856407174,
46,265.9842509913076,50.26884097079521,0.8212027742441954,0.07999805991572698,
47,266.16275209303,43.451177618287005,0.8464035697588264,0.06704439857067349,
48,267.51639077156835,37.350764568572636,0.8704061542383564,0.05370502634017422,
49,267.7619496966129,29.86043672516067,0.8954741771738502,0.04218582356415215,
50,267.955947759931,24.779260654864856,0.9174079965814815,0.03217183732368305,
51,271.35185006923325,20.621308536037365,0.9366913524694155,0.026385554809361198,
52,277.54435323531266,17.716735817705327,0.9479250878838753,0.01980594469542534,
53,275.76739084148284,13.97971790348945,0.9607803860544276,0.01627936874508369,
54,280.5767876133384,12.375530550167651,0.9677062803565709,0.014922981624387249,
55,279.9530361307821,11.228097368495227,0.9703767321317873,0.01398319737009421,
56,274.7078352250668,9.915611648448483,0.9722291350685025,0.015229028563234218,
57,276.0804105952219,9.87209987501009,0.9697738661845112,0.017024540745818204,
58,266.7727709445997,9.400781790202672,0.9662407534959697,0.018538252693311864,
59,264.89678641621657,9.831228115490646,0.9632671614262973,0.020603365448281605,
60,264.4817876899696,9.817401259751929,0.9592177677712324,0.022436140436170322,
61,259.527200502652,9.735482229823537,0.9556310995253308,0.023200544012915755,
62,262.67419904888266,10.309230747314118,0.9541371772166638,0.02424387987706993,
63,259.23437748593676,10.221367638323029,0.952100005957354,0.02554450919910021,
64,258.41398978313174,10.574095375570764,0.9495635035520225,0.02457984098348196,
65,258.1362059430068,9.959594576954364,0.9514444866158093,0.0235714291923684,
66,256.58480663793154,9.44945189690365,0.953412753889434,0.022508709495592763,
67,257.14944439677424,9.04074448169352,0.9554892230119714,0.01990263667420593,
68,257.75176776581117,8.20906649977548,0.9605908415981737,0.017819834910046985,
69,255.65803219323294,7.195536569570697,0.9646778766961273,0.01586264723843813,
70,258.11429917299466,6.710124496359303,0.9685263291005349,0.013674244324092656,
71,257.3380480688167,6.076098948789145,0.9728384963096496,0.012380575585063405,
72,257.0330795546839,5.618004457512914,0.9753921274816906,0.010934527346383775,
73,259.97399081454677,5.282232082459352,0.9782505091955213,0.009818091116092139,
74,257.4498838307297,4.594758918932958,0.9804602126809797,0.009079614104377515,
75,257.2057663261562,4.178790500169833,0.9819232111835293,0.008916392163546996,
76,259.0813574173204,4.31178478448574,0.9822467177221201,0.008945294165355357,
77,255.09314824365333,4.049131880278032,0.982189429956994,0.008893961208622552,
78,258.47630276506743,4.148593374847985,0.9822911801287355,0.009197029000961907,
79,256.6095723099733,4.223615430213939,0.9816905273405208,0.010153189024019738,
80,256.23528100641335,4.483150691788048,0.979796709199318,0.010774880157701746,
81,253.31776592103222,4.46765493011984,0.9785663377270093,0.011101080108109344,
82,256.32380287488337,4.770186003842524,0.9779210737633479,0.01142940506639626,
83,255.0335399270462,5.017998935544355,0.9772718211673793,0.011952724296803333,
84,251.5695431951094,4.836766466374581,0.9762374190245087,0.012435358966614563,
85,251.6913134729826,5.067381038835487,0.9752839202193995,0.01223963096636385,
