total_prob,com_x,com_y,left_mass,right_mass,peak1_x,peak1_y,peak1_p,peak2_x,peak2_y,peak2_p
1.0000000000000002,0.00013202151826445911,0.035343565032522284,0.499093504078463,0.5009064959215371,0.02763819095477338,1.5201005025125625,0.583979109733421,-0.02763819095477338,1.5201005025125625,0.5807787519163773
